# k, C_hat(k)   (L=6.0, k_min=1.0471975511965976)
4.014257279586957439e-01,7.599360053629080018e-29
1.204277183876087287e+00,1.351968184931913299e+02
2.007128639793478886e+00,9.608213957495917157e+01
2.809980095710870263e+00,6.786760829323070254e+01
3.612831551628262083e+00,3.089088847834773333e+01
4.415683007545653460e+00,1.097654114141915471e+01
5.218534463463044837e+00,6.760040759982726577e+00
6.021385919380436214e+00,3.491421762216891267e+00
6.824237375297827590e+00,2.126847804607434167e+00
7.627088831215219855e+00,1.392133953767929366e+00
8.429940287132611232e+00,9.510715373738726219e-01
9.232791743050002609e+00,6.820337980996348248e-01
1.003564319896739399e+01,4.520462686720169709e-01
1.083849465488478536e+01,3.439120839169477195e-01
1.164134611080217674e+01,2.494314247609633883e-01
1.244419756671956812e+01,1.864334967447361935e-01
1.324704902263695949e+01,1.450413108054121325e-01
1.404990047855435087e+01,1.217155976048437394e-01
1.485275193447174225e+01,1.073401359352236517e-01
1.565560339038913540e+01,8.932053622680090343e-02
1.645845484630652678e+01,7.721136620487865920e-02
1.726130630222391815e+01,5.921099751404014511e-02
1.806415775814130953e+01,5.406753557634287610e-02
1.886700921405870091e+01,4.940173827924358024e-02
1.966986066997609228e+01,4.307969877070270265e-02
2.047271212589348366e+01,3.918139135138071216e-02
2.127556358181087504e+01,3.422812939931198228e-02
2.207841503772826641e+01,3.373393919657726586e-02
2.288126649364565779e+01,3.058058172961006932e-02
2.368411794956304917e+01,2.877944641962087644e-02
