# k, C_hat(k)   (L=12.0, k_min=0.5235987755982988)
4.101523742186674593e-01,2.240710613272971159e+02
1.230457122656002378e+00,2.121438223701991603e+02
2.050761871093337518e+00,1.240800774260758885e+02
2.871066619530671993e+00,5.280514920094261555e+01
3.691371367968007355e+00,2.481538577040635118e+01
4.511676116405341830e+00,1.131928361948170547e+01
5.331980864842677192e+00,5.512261706005353368e+00
6.152285613280011667e+00,2.868305415210917086e+00
6.972590361717347029e+00,1.755693488768484078e+00
7.792895110154682392e+00,1.166443831912873375e+00
8.613199858592016867e+00,7.770858829627386166e-01
9.433504607029352229e+00,5.380511042112001707e-01
1.025380935546668582e+01,3.654485887367543984e-01
1.107411410390402118e+01,2.690745553634551479e-01
1.189441885234135654e+01,2.042439682747060337e-01
1.271472360077869013e+01,1.628174509550340820e-01
1.353502834921602727e+01,1.398146024329154358e-01
1.435533309765336085e+01,1.016736781593290256e-01
1.517563784609069621e+01,7.943894784110416829e-02
1.599594259452803158e+01,7.273082281122036918e-02
1.681624734296536872e+01,6.545782999792382206e-02
1.763655209140269875e+01,5.272082463528796753e-02
1.845685683984003589e+01,4.466732414835520443e-02
1.927716158827737303e+01,4.062837839234178378e-02
2.009746633671470306e+01,3.681483094361562292e-02
2.091777108515204020e+01,3.254602119278087596e-02
2.173807583358937734e+01,3.037568244616255242e-02
2.255838058202670737e+01,2.808668323241251749e-02
2.337868533046404451e+01,2.662126227536417214e-02
2.419899007890138165e+01,2.533360251167914717e-02
