# k, C_hat(k)   (L=13.0, k_min=0.483321946706122)
4.108236547002037664e-01,3.285763808440947855e+02
1.232470964100611299e+00,2.525581674101748320e+02
2.054118273501019054e+00,1.158444353080794684e+02
2.875765582901426143e+00,5.081073576220266119e+01
3.697412892301834120e+00,2.268872374705911099e+01
4.519060201702242097e+00,1.113399123712543037e+01
5.340707511102648297e+00,5.667453091545803900e+00
6.162354820503056274e+00,3.041667930409123866e+00
6.984002129903464251e+00,1.761761105640613501e+00
7.805649439303872228e+00,1.111340979522141392e+00
8.627296748704278428e+00,7.810797685278010327e-01
9.448944058104686405e+00,5.207745315525009744e-01
1.027059136750509438e+01,3.700173768020936227e-01
1.109223867690550236e+01,2.820157677150180175e-01
1.191388598630590856e+01,2.116254931779149306e-01
1.273553329570631654e+01,1.625111393213876931e-01
1.355718060510672451e+01,1.350185468249811838e-01
1.437882791450713249e+01,1.067750235241891471e-01
1.520047522390753869e+01,8.717376891870402822e-02
1.602212253330794667e+01,7.048621347259792502e-02
1.684376984270835464e+01,6.034229990021215684e-02
1.766541715210875907e+01,5.361107941052359327e-02
1.848706446150917060e+01,4.784161346176343810e-02
1.930871177090957502e+01,4.153683847305998655e-02
2.013035908030998655e+01,3.699902666622510022e-02
2.095200638971039098e+01,3.312444827172068146e-02
2.177365369911080251e+01,3.047170269286534824e-02
2.259530100851120693e+01,2.888637842207621501e-02
2.341694831791161135e+01,2.683170274301331301e-02
2.423859562731202288e+01,2.550949964654770225e-02
