# k, C_hat(k)   (L=10.0, k_min=0.6283185307179586)
4.084070449666731828e-01,1.135551103038336720e+02
1.225221134900019493e+00,2.312135137989581608e+02
2.042035224833365969e+00,9.394803675654368647e+01
2.858849314766712446e+00,4.938805264322797228e+01
3.675663404700058479e+00,2.498724172221016104e+01
4.492477494633405399e+00,1.136581096549400804e+01
5.309291584566751432e+00,6.123474615774275875e+00
6.126105674500097464e+00,3.016513417470680913e+00
6.942919764433444385e+00,1.898588522474582652e+00
7.759733854366790418e+00,1.183478767139511278e+00
8.576547944300138226e+00,8.075722262184312772e-01
9.393362034233483371e+00,5.524232582153798532e-01
1.021017612416682852e+01,3.613023739441711402e-01
1.102699021410017721e+01,2.675086626537141465e-01
1.184380430403352236e+01,2.127342265648487774e-01
1.266061839396686750e+01,1.657806689792157562e-01
1.347743248390021620e+01,1.295918138397163244e-01
1.429424657383356134e+01,1.102932404930227067e-01
1.511106066376690649e+01,9.096219954142897857e-02
1.592787475370025518e+01,7.641831966786959141e-02
1.674468884363360033e+01,6.174713280291201783e-02
1.756150293356694903e+01,5.374966393015347815e-02
1.837831702350029417e+01,4.857168841043485452e-02
1.919513111343363931e+01,4.267357002078289718e-02
2.001194520336698446e+01,3.667316098328304158e-02
2.082875929330033316e+01,3.307866370437120840e-02
2.164557338323367830e+01,3.019224064418112377e-02
2.246238747316702700e+01,2.853593163912769570e-02
2.327920156310037214e+01,2.691556717046124023e-02
2.409601565303371729e+01,2.612773775553814404e-02
