# k, C_hat(k)   (L=8.0, k_min=0.7853981633974483)
4.057890510886815738e-01,1.283420421982426092e+02
1.217367153266044610e+00,3.339250536292420861e+02
2.028945255443407980e+00,9.883167431946151282e+01
2.840523357620770906e+00,5.450886522610103668e+01
3.652101459798134275e+00,2.418486081277326605e+01
4.463679561975497201e+00,1.115251427618014901e+01
5.275257664152860571e+00,5.093563698095660897e+00
6.086835766330223052e+00,2.944286179675086768e+00
6.898413868507587310e+00,1.912875342750270269e+00
7.709991970684949791e+00,1.144183443262485556e+00
8.521570072862314049e+00,7.093415660117404764e-01
9.333148175039674754e+00,4.898702112925146235e-01
1.014472627721703901e+01,3.425500276714432690e-01
1.095630437939440327e+01,2.735919907231192383e-01
1.176788248157176575e+01,2.126737196735974389e-01
1.257946058374912823e+01,1.805803316481367771e-01
1.339103868592649249e+01,1.261363632190516670e-01
1.420261678810385497e+01,9.335208212924160642e-02
1.501419489028121745e+01,8.089635342944519192e-02
1.582577299245858171e+01,7.507249807215554682e-02
1.663735109463594597e+01,6.402241061626652574e-02
1.744892919681330667e+01,4.981778150471587868e-02
1.826050729899067093e+01,4.229485834586211440e-02
1.907208540116803164e+01,3.876515150435450724e-02
1.988366350334539590e+01,3.736379310671850140e-02
2.069524160552276015e+01,3.443048070684463086e-02
2.150681970770012441e+01,2.875729575135885230e-02
2.231839780987748867e+01,2.646964697507913494e-02
2.312997591205484937e+01,2.509938359221907875e-02
2.394155401423221363e+01,2.515563714351379959e-02
